key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,stadium_capacity,attendance,total_goals_in_match,match_for_host,used_capacity_ratio,attendance_category,relative_attendance_category,host_country_code,tournament_year,short_stage_name
730,WC-2010,2010 FIFA World Cup,M-2010-22,Slovenia v United States,group stage,Group C,1,0,0,0,2010-06-18,16:00,S-130,Ellis Park Stadium,Johannesburg,South Africa,T-67,Slovenia,SVN,T-80,United States,USA,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,56000,45573.0,4,0,0.8138035714285714,25k-50k,75%-100%,ZAF,2010,group stage
731,WC-2010,2010 FIFA World Cup,M-2010-23,England v Algeria,group stage,Group C,1,0,0,0,2010-06-18,20:30,S-128,Cape Town Stadium,Cape Town,South Africa,T-27,England,ENG,T-01,Algeria,DZA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,64000,64100.0,0,0,1.0015625,50k-75k,>100%,ZAF,2010,group stage
732,WC-2010,2010 FIFA World Cup,M-2010-24,Netherlands v Japan,group stage,Group E,1,0,0,0,2010-06-19,13:30,S-129,Moses Mabhida Stadium,Durban,South Africa,T-46,Netherlands,NLD,T-42,Japan,JPN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,63000,62010.0,1,0,0.9842857142857143,50k-75k,75%-100%,ZAF,2010,group stage
733,WC-2010,2010 FIFA World Cup,M-2010-25,Ghana v Australia,group stage,Group D,1,0,0,0,2010-06-19,16:00,S-136,Royal Bafokeng Stadium,Rustenburg,South Africa,T-30,Ghana,GHA,T-04,Australia,AUS,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,42000,34812.0,2,0,0.8288571428571428,25k-50k,75%-100%,ZAF,2010,group stage
734,WC-2010,2010 FIFA World Cup,M-2010-26,Cameroon v Denmark,group stage,Group E,1,0,0,0,2010-06-19,20:30,S-135,Loftus Versfeld Stadium,Pretoria,South Africa,T-11,Cameroon,CMR,T-21,Denmark,DNK,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,43000,38074.0,3,0,0.8854418604651163,25k-50k,75%-100%,ZAF,2010,group stage
735,WC-2010,2010 FIFA World Cup,M-2010-27,Slovakia v Paraguay,group stage,Group F,1,0,0,0,2010-06-20,13:30,S-127,Free State Stadium,Bloemfontein,South Africa,T-66,Slovakia,SVK,T-53,Paraguay,PRY,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,41000,26643.0,2,0,0.649829268292683,25k-50k,50%-75%,ZAF,2010,group stage
736,WC-2010,2010 FIFA World Cup,M-2010-28,Italy v New Zealand,group stage,Group F,1,0,0,0,2010-06-20,16:00,S-132,Mbombela Stadium,Nelspruit,South Africa,T-39,Italy,ITA,T-47,New Zealand,NZL,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,41000,38229.0,2,0,0.9324146341463415,25k-50k,75%-100%,ZAF,2010,group stage
737,WC-2010,2010 FIFA World Cup,M-2010-29,Brazil v Ivory Coast,group stage,Group G,1,0,0,0,2010-06-20,20:30,S-131,Soccer City,Johannesburg,South Africa,T-09,Brazil,BRA,T-40,Ivory Coast,CIV,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,84000,42738.0,4,0,0.5087857142857143,25k-50k,50%-75%,ZAF,2010,group stage
738,WC-2010,2010 FIFA World Cup,M-2010-30,Portugal v North Korea,group stage,Group G,1,0,0,0,2010-06-21,13:30,S-128,Cape Town Stadium,Cape Town,South Africa,T-56,Portugal,PRT,T-49,North Korea,PRK,7–0,7,0,7,-7,0,0,0-0,0,0,home team win,1,0,0,64000,42738.0,7,0,0.66778125,25k-50k,50%-75%,ZAF,2010,group stage
739,WC-2010,2010 FIFA World Cup,M-2010-31,Chile v Switzerland,group stage,Group H,1,0,0,0,2010-06-21,16:00,S-134,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,T-13,Chile,CHL,T-73,Switzerland,CHE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,42000,34872.0,1,0,0.8302857142857143,25k-50k,75%-100%,ZAF,2010,group stage
740,WC-2010,2010 FIFA World Cup,M-2010-32,Spain v Honduras,group stage,Group H,1,0,0,0,2010-06-21,20:30,S-130,Ellis Park Stadium,Johannesburg,South Africa,T-71,Spain,ESP,T-33,Honduras,HND,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,56000,54386.0,2,0,0.9711785714285714,50k-75k,75%-100%,ZAF,2010,group stage
741,WC-2010,2010 FIFA World Cup,M-2010-33,France v South Africa,group stage,Group A,1,0,0,0,2010-06-22,16:00,S-127,Free State Stadium,Bloemfontein,South Africa,T-28,France,FRA,T-68,South Africa,ZAF,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,41000,39415.0,3,1,0.9613414634146341,25k-50k,75%-100%,ZAF,2010,group stage
742,WC-2010,2010 FIFA World Cup,M-2010-34,Mexico v Uruguay,group stage,Group A,1,0,0,0,2010-06-22,16:00,S-136,Royal Bafokeng Stadium,Rustenburg,South Africa,T-44,Mexico,MEX,T-81,Uruguay,URY,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,42000,33425.0,1,0,0.7958333333333333,25k-50k,75%-100%,ZAF,2010,group stage
743,WC-2010,2010 FIFA World Cup,M-2010-35,Greece v Argentina,group stage,Group B,1,0,0,0,2010-06-22,20:30,S-133,Peter Mokaba Stadium,Polokwane,South Africa,T-31,Greece,GRC,T-03,Argentina,ARG,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,42000,38891.0,2,0,0.9259761904761905,25k-50k,75%-100%,ZAF,2010,group stage
744,WC-2010,2010 FIFA World Cup,M-2010-36,Nigeria v South Korea,group stage,Group B,1,0,0,0,2010-06-22,20:30,S-129,Moses Mabhida Stadium,Durban,South Africa,T-48,Nigeria,NGA,T-69,South Korea,KOR,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,63000,42738.0,4,0,0.6783809523809524,25k-50k,50%-75%,ZAF,2010,group stage
745,WC-2010,2010 FIFA World Cup,M-2010-37,Slovenia v England,group stage,Group C,1,0,0,0,2010-06-23,16:00,S-134,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,T-67,Slovenia,SVN,T-27,England,ENG,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,42000,36893.0,1,0,0.8784047619047619,25k-50k,75%-100%,ZAF,2010,group stage
746,WC-2010,2010 FIFA World Cup,M-2010-38,United States v Algeria,group stage,Group C,1,0,0,0,2010-06-23,16:00,S-135,Loftus Versfeld Stadium,Pretoria,South Africa,T-80,United States,USA,T-01,Algeria,DZA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,43000,35827.0,1,0,0.8331860465116279,25k-50k,75%-100%,ZAF,2010,group stage
747,WC-2010,2010 FIFA World Cup,M-2010-39,Australia v Serbia,group stage,Group D,1,0,0,0,2010-06-23,20:30,S-132,Mbombela Stadium,Nelspruit,South Africa,T-04,Australia,AUS,T-64,Serbia,SRB,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,41000,37836.0,3,0,0.922829268292683,25k-50k,75%-100%,ZAF,2010,group stage
748,WC-2010,2010 FIFA World Cup,M-2010-40,Ghana v Germany,group stage,Group D,1,0,0,0,2010-06-23,20:30,S-131,Soccer City,Johannesburg,South Africa,T-30,Ghana,GHA,T-29,Germany,DEU,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,84000,83391.0,1,0,0.99275,75k-100k,75%-100%,ZAF,2010,group stage
749,WC-2010,2010 FIFA World Cup,M-2010-41,Paraguay v New Zealand,group stage,Group F,1,0,0,0,2010-06-24,16:00,S-133,Peter Mokaba Stadium,Polokwane,South Africa,T-53,Paraguay,PRY,T-47,New Zealand,NZL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,42000,34850.0,0,0,0.8297619047619048,25k-50k,75%-100%,ZAF,2010,group stage
750,WC-2010,2010 FIFA World Cup,M-2010-42,Slovakia v Italy,group stage,Group F,1,0,0,0,2010-06-24,16:00,S-130,Ellis Park Stadium,Johannesburg,South Africa,T-66,Slovakia,SVK,T-39,Italy,ITA,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,56000,53412.0,5,0,0.9537857142857142,50k-75k,75%-100%,ZAF,2010,group stage
751,WC-2010,2010 FIFA World Cup,M-2010-43,Cameroon v Netherlands,group stage,Group E,1,0,0,0,2010-06-24,20:30,S-128,Cape Town Stadium,Cape Town,South Africa,T-11,Cameroon,CMR,T-46,Netherlands,NLD,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,64000,63093.0,3,0,0.985828125,50k-75k,75%-100%,ZAF,2010,group stage
752,WC-2010,2010 FIFA World Cup,M-2010-44,Denmark v Japan,group stage,Group E,1,0,0,0,2010-06-24,20:30,S-136,Royal Bafokeng Stadium,Rustenburg,South Africa,T-21,Denmark,DNK,T-42,Japan,JPN,1–3,1,3,-2,2,0,0,0-0,0,0,away team win,0,1,0,42000,27967.0,4,0,0.6658809523809524,25k-50k,50%-75%,ZAF,2010,group stage
753,WC-2010,2010 FIFA World Cup,M-2010-45,North Korea v Ivory Coast,group stage,Group G,1,0,0,0,2010-06-25,16:00,S-132,Mbombela Stadium,Nelspruit,South Africa,T-49,North Korea,PRK,T-40,Ivory Coast,CIV,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,41000,42738.0,3,0,1.042390243902439,25k-50k,>100%,ZAF,2010,group stage
754,WC-2010,2010 FIFA World Cup,M-2010-46,Portugal v Brazil,group stage,Group G,1,0,0,0,2010-06-25,16:00,S-129,Moses Mabhida Stadium,Durban,South Africa,T-56,Portugal,PRT,T-09,Brazil,BRA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,63000,62712.0,0,0,0.9954285714285714,50k-75k,75%-100%,ZAF,2010,group stage
755,WC-2010,2010 FIFA World Cup,M-2010-47,Chile v Spain,group stage,Group H,1,0,0,0,2010-06-25,20:30,S-135,Loftus Versfeld Stadium,Pretoria,South Africa,T-13,Chile,CHL,T-71,Spain,ESP,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,43000,41958.0,3,0,0.9757674418604652,25k-50k,75%-100%,ZAF,2010,group stage
756,WC-2010,2010 FIFA World Cup,M-2010-48,Switzerland v Honduras,group stage,Group H,1,0,0,0,2010-06-25,20:30,S-127,Free State Stadium,Bloemfontein,South Africa,T-73,Switzerland,CHE,T-33,Honduras,HND,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,41000,28042.0,0,0,0.6839512195121952,25k-50k,50%-75%,ZAF,2010,group stage
757,WC-2010,2010 FIFA World Cup,M-2010-49,Uruguay v South Korea,round of 16,not applicable,0,1,0,0,2010-06-26,16:00,S-134,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,T-81,Uruguay,URY,T-69,South Korea,KOR,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,42000,42738.0,3,0,1.0175714285714286,25k-50k,>100%,ZAF,2010,knockout stage
758,WC-2010,2010 FIFA World Cup,M-2010-50,United States v Ghana,round of 16,not applicable,0,1,0,0,2010-06-26,20:30,S-136,Royal Bafokeng Stadium,Rustenburg,South Africa,T-80,United States,USA,T-30,Ghana,GHA,1–2,1,2,-1,1,1,0,0-0,0,0,away team win,0,1,0,42000,34976.0,3,0,0.8327619047619048,25k-50k,75%-100%,ZAF,2010,knockout stage
759,WC-2010,2010 FIFA World Cup,M-2010-51,Germany v England,round of 16,not applicable,0,1,0,0,2010-06-27,16:00,S-127,Free State Stadium,Bloemfontein,South Africa,T-29,Germany,DEU,T-27,England,ENG,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,41000,40510.0,5,0,0.9880487804878049,25k-50k,75%-100%,ZAF,2010,knockout stage
760,WC-2010,2010 FIFA World Cup,M-2010-52,Argentina v Mexico,round of 16,not applicable,0,1,0,0,2010-06-27,20:30,S-131,Soccer City,Johannesburg,South Africa,T-03,Argentina,ARG,T-44,Mexico,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,84000,84377.0,4,0,1.0044880952380952,75k-100k,>100%,ZAF,2010,knockout stage
761,WC-2010,2010 FIFA World Cup,M-2010-53,Netherlands v Slovakia,round of 16,not applicable,0,1,0,0,2010-06-28,16:00,S-129,Moses Mabhida Stadium,Durban,South Africa,T-46,Netherlands,NLD,T-66,Slovakia,SVK,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,63000,61962.0,3,0,0.9835238095238096,50k-75k,75%-100%,ZAF,2010,knockout stage
762,WC-2010,2010 FIFA World Cup,M-2010-54,Brazil v Chile,round of 16,not applicable,0,1,0,0,2010-06-28,20:30,S-130,Ellis Park Stadium,Johannesburg,South Africa,T-09,Brazil,BRA,T-13,Chile,CHL,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,56000,54096.0,3,0,0.966,50k-75k,75%-100%,ZAF,2010,knockout stage
763,WC-2010,2010 FIFA World Cup,M-2010-55,Paraguay v Japan,round of 16,not applicable,0,1,0,0,2010-06-29,16:00,S-135,Loftus Versfeld Stadium,Pretoria,South Africa,T-53,Paraguay,PRY,T-42,Japan,JPN,0–0,0,0,0,0,1,1,5–3,5,3,home team win,1,0,0,43000,36742.0,0,0,0.8544651162790697,25k-50k,75%-100%,ZAF,2010,knockout stage
764,WC-2010,2010 FIFA World Cup,M-2010-56,Spain v Portugal,round of 16,not applicable,0,1,0,0,2010-06-29,20:30,S-128,Cape Town Stadium,Cape Town,South Africa,T-71,Spain,ESP,T-56,Portugal,PRT,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,64000,62955.0,1,0,0.983671875,50k-75k,75%-100%,ZAF,2010,knockout stage
765,WC-2010,2010 FIFA World Cup,M-2010-57,Netherlands v Brazil,quarter-finals,not applicable,0,1,0,0,2010-07-02,16:00,S-134,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,T-46,Netherlands,NLD,T-09,Brazil,BRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,42000,40186.0,3,0,0.9568095238095238,25k-50k,75%-100%,ZAF,2010,knockout stage
766,WC-2010,2010 FIFA World Cup,M-2010-58,Uruguay v Ghana,quarter-finals,not applicable,0,1,0,0,2010-07-02,20:30,S-131,Soccer City,Johannesburg,South Africa,T-81,Uruguay,URY,T-30,Ghana,GHA,1–1,1,1,0,0,1,1,4–2,4,2,home team win,1,0,0,84000,84017.0,2,0,1.000202380952381,75k-100k,>100%,ZAF,2010,knockout stage
767,WC-2010,2010 FIFA World Cup,M-2010-59,Argentina v Germany,quarter-finals,not applicable,0,1,0,0,2010-07-03,16:00,S-128,Cape Town Stadium,Cape Town,South Africa,T-03,Argentina,ARG,T-29,Germany,DEU,0–4,0,4,-4,4,0,0,0-0,0,0,away team win,0,1,0,64000,64100.0,4,0,1.0015625,50k-75k,>100%,ZAF,2010,knockout stage
768,WC-2010,2010 FIFA World Cup,M-2010-60,Paraguay v Spain,quarter-finals,not applicable,0,1,0,0,2010-07-03,20:30,S-130,Ellis Park Stadium,Johannesburg,South Africa,T-53,Paraguay,PRY,T-71,Spain,ESP,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,56000,55359.0,1,0,0.9885535714285715,50k-75k,75%-100%,ZAF,2010,knockout stage
769,WC-2010,2010 FIFA World Cup,M-2010-61,Uruguay v Netherlands,semi-finals,not applicable,0,1,0,0,2010-07-06,20:30,S-128,Cape Town Stadium,Cape Town,South Africa,T-81,Uruguay,URY,T-46,Netherlands,NLD,2–3,2,3,-1,1,0,0,0-0,0,0,away team win,0,1,0,64000,62479.0,5,0,0.976234375,50k-75k,75%-100%,ZAF,2010,knockout stage
770,WC-2010,2010 FIFA World Cup,M-2010-62,Germany v Spain,semi-finals,not applicable,0,1,0,0,2010-07-07,20:30,S-129,Moses Mabhida Stadium,Durban,South Africa,T-29,Germany,DEU,T-71,Spain,ESP,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,63000,60960.0,1,0,0.9676190476190476,50k-75k,75%-100%,ZAF,2010,knockout stage
771,WC-2010,2010 FIFA World Cup,M-2010-63,Uruguay v Germany,third-place match,not applicable,0,1,0,0,2010-07-10,20:30,S-134,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,T-81,Uruguay,URY,T-29,Germany,DEU,2–3,2,3,-1,1,0,0,0-0,0,0,away team win,0,1,0,42000,36254.0,5,0,0.8631904761904762,25k-50k,75%-100%,ZAF,2010,knockout stage
772,WC-2010,2010 FIFA World Cup,M-2010-64,Netherlands v Spain,final,not applicable,0,1,0,0,2010-07-11,20:30,S-131,Soccer City,Johannesburg,South Africa,T-46,Netherlands,NLD,T-71,Spain,ESP,0–1,0,1,-1,1,1,0,0-0,0,0,away team win,0,1,0,84000,84490.0,1,0,1.0058333333333334,75k-100k,>100%,ZAF,2010,knockout stage
773,WC-2014,2014 FIFA World Cup,M-2014-01,Brazil v Croatia,group stage,Group A,1,0,0,0,2014-06-12,17:00,S-022,Arena Corinthians,São Paulo,Brazil,T-09,Brazil,BRA,T-17,Croatia,HRV,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,63000,62103.0,4,1,0.9857619047619047,50k-75k,75%-100%,BRA,2014,group stage
774,WC-2014,2014 FIFA World Cup,M-2014-02,Mexico v Cameroon,group stage,Group A,1,0,0,0,2014-06-13,13:00,S-015,Arena das Dunas,Natal,Brazil,T-44,Mexico,MEX,T-11,Cameroon,CMR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,40000,39216.0,1,0,0.9804,25k-50k,75%-100%,BRA,2014,group stage
775,WC-2014,2014 FIFA World Cup,M-2014-03,Spain v Netherlands,group stage,Group B,1,0,0,0,2014-06-13,16:00,S-021,Arena Fonte Nova,Salvador,Brazil,T-71,Spain,ESP,T-46,Netherlands,NLD,1–5,1,5,-4,4,0,0,0-0,0,0,away team win,0,1,0,52000,48173.0,6,0,0.9264038461538462,25k-50k,75%-100%,BRA,2014,group stage
776,WC-2014,2014 FIFA World Cup,M-2014-04,Chile v Australia,group stage,Group B,1,0,0,0,2014-06-13,18:00,S-010,Arena Pantanal,Cuiabá,Brazil,T-13,Chile,CHL,T-04,Australia,AUS,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,41000,40275.0,4,0,0.9823170731707317,25k-50k,75%-100%,BRA,2014,group stage
777,WC-2014,2014 FIFA World Cup,M-2014-05,Colombia v Greece,group stage,Group C,1,0,0,0,2014-06-14,13:00,S-008,Estádio Mineirão,Belo Horizonte,Brazil,T-15,Colombia,COL,T-31,Greece,GRC,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,43000,57174.0,3,0,1.3296279069767443,50k-75k,>100%,BRA,2014,group stage
778,WC-2014,2014 FIFA World Cup,M-2014-06,Uruguay v Costa Rica,group stage,Group D,1,0,0,0,2014-06-14,16:00,S-013,Estádio Castelão,Fortaleza,Brazil,T-81,Uruguay,URY,T-16,Costa Rica,CRI,1–3,1,3,-2,2,0,0,0-0,0,0,away team win,0,1,0,63000,58679.0,4,0,0.9314126984126984,50k-75k,75%-100%,BRA,2014,group stage
779,WC-2014,2014 FIFA World Cup,M-2014-07,England v Italy,group stage,Group D,1,0,0,0,2014-06-14,18:00,S-014,Arena da Amazônia,Manaus,Brazil,T-27,England,ENG,T-39,Italy,ITA,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,41000,39800.0,3,0,0.9707317073170731,25k-50k,75%-100%,BRA,2014,group stage
780,WC-2014,2014 FIFA World Cup,M-2014-08,Ivory Coast v Japan,group stage,Group C,1,0,0,0,2014-06-14,22:00,S-018,Arena Pernambuco,Recife,Brazil,T-40,Ivory Coast,CIV,T-42,Japan,JPN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,43000,42738.0,3,0,0.993906976744186,25k-50k,75%-100%,BRA,2014,group stage
781,WC-2014,2014 FIFA World Cup,M-2014-09,Switzerland v Ecuador,group stage,Group E,1,0,0,0,2014-06-15,13:00,S-009,Estádio Nacional,Brasília,Brazil,T-73,Switzerland,CHE,T-24,Ecuador,ECU,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,70000,68351.0,3,0,0.9764428571428572,50k-75k,75%-100%,BRA,2014,group stage
782,WC-2014,2014 FIFA World Cup,M-2014-10,France v Honduras,group stage,Group E,1,0,0,0,2014-06-15,16:00,S-016,Estádio Beira-Rio,Porto Alegre,Brazil,T-28,France,FRA,T-33,Honduras,HND,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,43000,43012.0,3,0,1.000279069767442,25k-50k,>100%,BRA,2014,group stage
783,WC-2014,2014 FIFA World Cup,M-2014-11,Argentina v Bosnia and Herzegovina,group stage,Group F,1,0,0,0,2014-06-15,19:00,S-020,Estádio do Maracanã,Rio de Janeiro,Brazil,T-03,Argentina,ARG,T-08,Bosnia and Herzegovina,BIH,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,200000,74738.0,3,0,0.37369,50k-75k,25%-50%,BRA,2014,group stage
784,WC-2014,2014 FIFA World Cup,M-2014-12,Germany v Portugal,group stage,Group G,1,0,0,0,2014-06-16,13:00,S-021,Arena Fonte Nova,Salvador,Brazil,T-29,Germany,DEU,T-56,Portugal,PRT,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,52000,51081.0,4,0,0.982326923076923,50k-75k,75%-100%,BRA,2014,group stage
785,WC-2014,2014 FIFA World Cup,M-2014-13,Iran v Nigeria,group stage,Group F,1,0,0,0,2014-06-16,16:00,S-011,Arena da Baixada,Curitiba,Brazil,T-36,Iran,IRN,T-48,Nigeria,NGA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,40000,42738.0,0,0,1.06845,25k-50k,>100%,BRA,2014,group stage
786,WC-2014,2014 FIFA World Cup,M-2014-14,Ghana v United States,group stage,Group G,1,0,0,0,2014-06-16,19:00,S-015,Arena das Dunas,Natal,Brazil,T-30,Ghana,GHA,T-80,United States,USA,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,40000,39760.0,3,0,0.994,25k-50k,75%-100%,BRA,2014,group stage
787,WC-2014,2014 FIFA World Cup,M-2014-15,Belgium v Algeria,group stage,Group H,1,0,0,0,2014-06-17,13:00,S-008,Estádio Mineirão,Belo Horizonte,Brazil,T-06,Belgium,BEL,T-01,Algeria,DZA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,43000,56800.0,3,0,1.3209302325581396,50k-75k,>100%,BRA,2014,group stage
788,WC-2014,2014 FIFA World Cup,M-2014-16,Brazil v Mexico,group stage,Group A,1,0,0,0,2014-06-17,16:00,S-013,Estádio Castelão,Fortaleza,Brazil,T-09,Brazil,BRA,T-44,Mexico,MEX,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,63000,60342.0,0,1,0.9578095238095238,50k-75k,75%-100%,BRA,2014,group stage
789,WC-2014,2014 FIFA World Cup,M-2014-17,Russia v South Korea,group stage,Group H,1,0,0,0,2014-06-17,18:00,S-010,Arena Pantanal,Cuiabá,Brazil,T-60,Russia,RUS,T-69,South Korea,KOR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,41000,42738.0,2,0,1.042390243902439,25k-50k,>100%,BRA,2014,group stage
790,WC-2014,2014 FIFA World Cup,M-2014-18,Australia v Netherlands,group stage,Group B,1,0,0,0,2014-06-18,13:00,S-016,Estádio Beira-Rio,Porto Alegre,Brazil,T-04,Australia,AUS,T-46,Netherlands,NLD,2–3,2,3,-1,1,0,0,0-0,0,0,away team win,0,1,0,43000,42877.0,5,0,0.997139534883721,25k-50k,75%-100%,BRA,2014,group stage
791,WC-2014,2014 FIFA World Cup,M-2014-19,Spain v Chile,group stage,Group B,1,0,0,0,2014-06-18,16:00,S-020,Estádio do Maracanã,Rio de Janeiro,Brazil,T-71,Spain,ESP,T-13,Chile,CHL,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,200000,74101.0,2,0,0.370505,50k-75k,25%-50%,BRA,2014,group stage
792,WC-2014,2014 FIFA World Cup,M-2014-20,Cameroon v Croatia,group stage,Group A,1,0,0,0,2014-06-18,18:00,S-014,Arena da Amazônia,Manaus,Brazil,T-11,Cameroon,CMR,T-17,Croatia,HRV,0–4,0,4,-4,4,0,0,0-0,0,0,away team win,0,1,0,41000,39982.0,4,0,0.975170731707317,25k-50k,75%-100%,BRA,2014,group stage
793,WC-2014,2014 FIFA World Cup,M-2014-21,Colombia v Ivory Coast,group stage,Group C,1,0,0,0,2014-06-19,13:00,S-009,Estádio Nacional,Brasília,Brazil,T-15,Colombia,COL,T-40,Ivory Coast,CIV,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,70000,42738.0,3,0,0.6105428571428572,25k-50k,50%-75%,BRA,2014,group stage
794,WC-2014,2014 FIFA World Cup,M-2014-22,Uruguay v England,group stage,Group D,1,0,0,0,2014-06-19,16:00,S-022,Arena Corinthians,São Paulo,Brazil,T-81,Uruguay,URY,T-27,England,ENG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,63000,62575.0,3,0,0.9932539682539683,50k-75k,75%-100%,BRA,2014,group stage
795,WC-2014,2014 FIFA World Cup,M-2014-23,Japan v Greece,group stage,Group C,1,0,0,0,2014-06-19,19:00,S-015,Arena das Dunas,Natal,Brazil,T-42,Japan,JPN,T-31,Greece,GRC,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,40000,39485.0,0,0,0.987125,25k-50k,75%-100%,BRA,2014,group stage
796,WC-2014,2014 FIFA World Cup,M-2014-24,Italy v Costa Rica,group stage,Group D,1,0,0,0,2014-06-20,13:00,S-018,Arena Pernambuco,Recife,Brazil,T-39,Italy,ITA,T-16,Costa Rica,CRI,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,43000,40285.0,1,0,0.9368604651162791,25k-50k,75%-100%,BRA,2014,group stage
797,WC-2014,2014 FIFA World Cup,M-2014-25,Switzerland v France,group stage,Group E,1,0,0,0,2014-06-20,16:00,S-021,Arena Fonte Nova,Salvador,Brazil,T-73,Switzerland,CHE,T-28,France,FRA,2–5,2,5,-3,3,0,0,0-0,0,0,away team win,0,1,0,52000,51003.0,7,0,0.9808269230769231,50k-75k,75%-100%,BRA,2014,group stage
798,WC-2014,2014 FIFA World Cup,M-2014-26,Honduras v Ecuador,group stage,Group E,1,0,0,0,2014-06-20,19:00,S-011,Arena da Baixada,Curitiba,Brazil,T-33,Honduras,HND,T-24,Ecuador,ECU,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,40000,39224.0,3,0,0.9806,25k-50k,75%-100%,BRA,2014,group stage
799,WC-2014,2014 FIFA World Cup,M-2014-27,Argentina v Iran,group stage,Group F,1,0,0,0,2014-06-21,13:00,S-008,Estádio Mineirão,Belo Horizonte,Brazil,T-03,Argentina,ARG,T-36,Iran,IRN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,43000,42738.0,1,0,0.993906976744186,25k-50k,75%-100%,BRA,2014,group stage
